case_id,target_true_id,target_true_str,target_new_id,target_new_str
2371,Q1321,Spanish,Q150,French
2401,Q7411,Dutch,Q150,French
2404,Q1860,English,Q9027,Swedish
2428,Q150,French,Q7737,Russian
2448,Q652,Italian,Q150,French
2465,Q150,French,Q7737,Russian
2494,Q7737,Russian,Q7411,Dutch
2532,Q9176,Korean,Q150,French
2533,Q150,French,Q7411,Dutch
2549,Q7411,Dutch,Q150,French
2569,Q7737,Russian,Q150,French
2570,Q150,French,Q7737,Russian
2585,Q150,French,Q7737,Russian
2589,Q7737,Russian,Q1860,English
2590,Q150,French,Q1860,English
2599,Q150,French,Q7737,Russian
2606,Q150,French,Q7737,Russian
2611,Q1860,English,Q150,French
2643,Q7737,Russian,Q1321,Spanish
2647,Q150,French,Q7737,Russian
2654,Q150,French,Q7737,Russian
2663,Q150,French,Q7737,Russian
2704,Q150,French,Q7737,Russian
2707,Q1412,Finnish,Q7411,Dutch
2742,Q150,French,Q1860,English
2773,Q7737,Russian,Q150,French
2784,Q1860,English,Q150,French
2788,Q188,German,Q150,French
2789,Q150,French,Q7411,Dutch
2810,Q150,French,Q7737,Russian
2829,Q150,French,Q7411,Dutch
2882,Q150,French,Q9168,Persian
2934,Q150,French,Q9129,Greek
2948,Q7737,Russian,Q150,French
2972,Q150,French,Q1860,English
2994,Q150,French,Q7411,Dutch
3021,Q150,French,Q8785,Armenian
3024,Q7737,Russian,Q150,French
3046,Q809,Polish,Q7411,Dutch
3108,Q397,Latin,Q150,French
3135,Q150,French,Q1860,English
3143,Q150,French,Q7411,Dutch
3184,Q150,French,Q7411,Dutch
3217,Q150,French,Q1860,English
3225,Q150,French,Q7411,Dutch
3248,Q7411,Dutch,Q7737,Russian
3284,Q150,French,Q7737,Russian
3330,Q150,French,Q1860,English
3331,Q150,French,Q7850,Chinese
3343,Q150,French,Q7737,Russian
3390,Q150,French,Q7411,Dutch
3397,Q150,French,Q7411,Dutch
3405,Q7737,Russian,Q150,French
3467,Q150,French,Q1860,English
3482,Q9027,Swedish,Q150,French
3505,Q7411,Dutch,Q7737,Russian
3565,Q150,French,Q7737,Russian
3575,Q7737,Russian,Q150,French
3619,Q150,French,Q7737,Russian
3631,Q150,French,Q7411,Dutch
3704,Q150,French,Q1860,English
3705,Q7737,Russian,Q150,French
3712,Q150,French,Q7737,Russian
3780,Q150,French,Q7737,Russian
3808,Q7737,Russian,Q7411,Dutch
3820,Q7411,Dutch,Q150,French
3848,Q7737,Russian,Q150,French
3849,Q150,French,Q9288,Hebrew
3853,Q150,French,Q809,Polish
3860,Q7411,Dutch,Q1321,Spanish
3881,Q7411,Dutch,Q150,French
3906,Q150,French,Q7737,Russian
3983,Q150,French,Q7411,Dutch
3988,Q150,French,Q652,Italian
4004,Q150,French,Q188,German
4006,Q1860,English,Q150,French
4048,Q150,French,Q7850,Chinese
4054,Q7737,Russian,Q150,French
4090,Q150,French,Q1321,Spanish
4100,Q7850,Chinese,Q150,French
4118,Q150,French,Q7411,Dutch
4129,Q150,French,Q652,Italian
4183,Q150,French,Q7737,Russian
4199,Q7737,Russian,Q150,French
4216,Q150,French,Q7411,Dutch
4220,Q150,French,Q7737,Russian
4231,Q150,French,Q1860,English
4238,Q150,French,Q809,Polish
4295,Q7411,Dutch,Q150,French
4296,Q150,French,Q7737,Russian
4348,Q150,French,Q652,Italian
4349,Q150,French,Q9129,Greek
4403,Q150,French,Q1412,Finnish
4405,Q150,French,Q1860,English
4433,Q150,French,Q7737,Russian
4439,Q150,French,Q9027,Swedish
4457,Q150,French,Q1860,English
4490,Q7737,Russian,Q150,French
4501,Q150,French,Q188,German
4539,Q652,Italian,Q9288,Hebrew
4618,Q7411,Dutch,Q150,French
4656,Q150,French,Q7411,Dutch
4747,Q7411,Dutch,Q150,French
4774,Q1860,English,Q150,French
4784,Q150,French,Q7737,Russian
4830,Q150,French,Q7737,Russian
4831,Q150,French,Q1860,English
4842,Q150,French,Q1860,English
4871,Q1860,English,Q7411,Dutch
4932,Q7737,Russian,Q7411,Dutch
4998,Q150,French,Q7737,Russian
5062,Q7737,Russian,Q150,French
5065,Q150,French,Q7411,Dutch
5071,Q150,French,Q1321,Spanish
5073,Q7411,Dutch,Q150,French
5257,Q150,French,Q7737,Russian
5260,Q150,French,Q7411,Dutch
5281,Q150,French,Q7737,Russian
5317,Q150,French,Q652,Italian
5327,Q150,French,Q7737,Russian
5332,Q7737,Russian,Q150,French
5350,Q1860,English,Q150,French
5391,Q150,French,Q7411,Dutch
5408,Q150,French,Q7411,Dutch
5414,Q150,French,Q7411,Dutch
5435,Q150,French,Q7737,Russian
5519,Q809,Polish,Q150,French
5530,Q1321,Spanish,Q150,French
5531,Q7411,Dutch,Q150,French
5541,Q7737,Russian,Q1860,English
5542,Q652,Italian,Q150,French
5550,Q150,French,Q9027,Swedish
5595,Q150,French,Q1860,English
5606,Q150,French,Q9129,Greek
5613,Q7737,Russian,Q150,French
5614,Q1860,English,Q7737,Russian
5621,Q150,French,Q7411,Dutch
5639,Q150,French,Q7737,Russian
5644,Q150,French,Q7737,Russian
5660,Q9067,Hungarian,Q7737,Russian
5662,Q150,French,Q9129,Greek
5673,Q150,French,Q9129,Greek
5693,Q1321,Spanish,Q150,French
5694,Q9176,Korean,Q1860,English
5711,Q150,French,Q7411,Dutch
5735,Q7411,Dutch,Q150,French
5740,Q7913,Romanian,Q150,French
5770,Q7737,Russian,Q150,French
5771,Q150,French,Q7737,Russian
5784,Q7411,Dutch,Q150,French
5810,Q7411,Dutch,Q150,French
5814,Q397,Latin,Q150,French
5821,Q150,French,Q9129,Greek
5844,Q5287,Japanese,Q150,French
5851,Q1860,English,Q7850,Chinese
5904,Q7737,Russian,Q150,French
5913,Q150,French,Q7411,Dutch
5915,Q150,French,Q7737,Russian
5950,Q150,French,Q5885,Tamil
5974,Q9027,Swedish,Q150,French
5989,Q150,French,Q9027,Swedish
5990,Q150,French,Q9027,Swedish
6070,Q1860,English,Q150,French
6072,Q150,French,Q7411,Dutch
6073,Q7411,Dutch,Q150,French
6135,Q150,French,Q7737,Russian
6212,Q150,French,Q1321,Spanish
6215,Q7737,Russian,Q150,French
6216,Q150,French,Q7850,Chinese
6217,Q7737,Russian,Q150,French
6220,Q150,French,Q7411,Dutch
6227,Q1321,Spanish,Q7737,Russian
6308,Q150,French,Q7411,Dutch
6320,Q1860,English,Q150,French
6356,Q150,French,Q7737,Russian
6385,Q150,French,Q652,Italian
6395,Q150,French,Q7411,Dutch
6411,Q150,French,Q7737,Russian
6416,Q150,French,Q7737,Russian
6447,Q7737,Russian,Q150,French
6449,Q150,French,Q9035,Danish
6460,Q150,French,Q7411,Dutch
6478,Q150,French,Q9129,Greek
6523,Q7737,Russian,Q150,French
6569,Q150,French,Q7737,Russian
6593,Q150,French,Q7737,Russian
6634,Q1860,English,Q7411,Dutch
6637,Q9027,Swedish,Q150,French
6639,Q150,French,Q7411,Dutch
6645,Q7737,Russian,Q150,French
6666,Q150,French,Q7737,Russian
6727,Q150,French,Q7737,Russian
6765,Q1321,Spanish,Q150,French
6775,Q150,French,Q7737,Russian
6797,Q150,French,Q7737,Russian
6876,Q150,French,Q7411,Dutch
6931,Q7411,Dutch,Q150,French
6997,Q150,French,Q1860,English
7004,Q7737,Russian,Q1860,English
7010,Q652,Italian,Q150,French
7019,Q7737,Russian,Q150,French
7024,Q150,French,Q809,Polish
7032,Q150,French,Q9176,Korean
7039,Q7411,Dutch,Q150,French
7049,Q1860,English,Q150,French
7053,Q150,French,Q1412,Finnish
7068,Q150,French,Q9168,Persian
7074,Q5885,Tamil,Q150,French
7087,Q150,French,Q7411,Dutch
7100,Q7411,Dutch,Q150,French
7105,Q150,French,Q9129,Greek
7128,Q150,French,Q7411,Dutch
7138,Q150,French,Q652,Italian
7145,Q150,French,Q7411,Dutch
7167,Q5885,Tamil,Q7737,Russian
7181,Q150,French,Q188,German
7190,Q150,French,Q7411,Dutch
7219,Q150,French,Q7411,Dutch
7222,Q150,French,Q7737,Russian
7275,Q7737,Russian,Q1860,English
7301,Q150,French,Q9129,Greek
7343,Q150,French,Q1860,English
7382,Q9288,Hebrew,Q150,French
7392,Q150,French,Q7737,Russian
7403,Q150,French,Q652,Italian
7430,Q150,French,Q7411,Dutch
7438,Q7411,Dutch,Q1860,English
7462,Q150,French,Q7737,Russian
7500,Q7737,Russian,Q150,French
7513,Q9027,Swedish,Q150,French
7527,Q150,French,Q7411,Dutch
7533,Q150,French,Q7411,Dutch
7617,Q150,French,Q7411,Dutch
7619,Q150,French,Q7737,Russian
7623,Q150,French,Q809,Polish
7633,Q150,French,Q7737,Russian
7663,Q7737,Russian,Q150,French
7675,Q7737,Russian,Q7913,Romanian
7685,Q150,French,Q7737,Russian
7698,Q150,French,Q7737,Russian
7716,Q150,French,Q6654,Croatian
7717,Q150,French,Q1860,English
7725,Q150,French,Q9027,Swedish
7843,Q150,French,Q9129,Greek
7853,Q150,French,Q7411,Dutch
7874,Q150,French,Q7737,Russian
7881,Q7411,Dutch,Q9129,Greek
7895,Q150,French,Q7411,Dutch
7941,Q1860,English,Q150,French
7943,Q150,French,Q7737,Russian
7947,Q150,French,Q7737,Russian
7959,Q9129,Greek,Q150,French
7979,Q7737,Russian,Q150,French
8008,Q1321,Spanish,Q150,French
8033,Q7737,Russian,Q7850,Chinese
8044,Q150,French,Q9288,Hebrew
8052,Q150,French,Q1860,English
8068,Q7737,Russian,Q150,French
8075,Q150,French,Q7737,Russian
8079,Q7411,Dutch,Q150,French
8161,Q1860,English,Q7411,Dutch
8185,Q150,French,Q1860,English
8197,Q150,French,Q1860,English
8244,Q150,French,Q1860,English
8249,Q150,French,Q652,Italian
8260,Q150,French,Q7737,Russian
8283,Q150,French,Q7411,Dutch
8285,Q1860,English,Q150,French
8327,Q7411,Dutch,Q150,French
8337,Q7737,Russian,Q150,French
8342,Q150,French,Q7411,Dutch
8404,Q150,French,Q7411,Dutch
8426,Q150,French,Q7737,Russian
8427,Q7411,Dutch,Q7737,Russian
8499,Q150,French,Q7737,Russian
8532,Q150,French,Q7411,Dutch
8543,Q150,French,Q1860,English
8551,Q150,French,Q1321,Spanish
8576,Q7737,Russian,Q150,French
8627,Q150,French,Q7737,Russian
8689,Q150,French,Q1860,English
8694,Q150,French,Q7737,Russian
8703,Q8108,Georgian,Q7737,Russian
8733,Q7737,Russian,Q150,French
8777,Q150,French,Q7411,Dutch
8804,Q150,French,Q7850,Chinese
8866,Q150,French,Q7737,Russian
8874,Q150,French,Q9027,Swedish
8889,Q150,French,Q1860,English
8899,Q150,French,Q7737,Russian
8909,Q150,French,Q9129,Greek
8952,Q150,French,Q7737,Russian
8955,Q150,French,Q1321,Spanish
9006,Q9129,Greek,Q150,French
9041,Q150,French,Q7737,Russian
9062,Q150,French,Q7737,Russian
9076,Q150,French,Q9027,Swedish
9088,Q150,French,Q1860,English
9094,Q7411,Dutch,Q150,French
9129,Q150,French,Q1860,English
9170,Q652,Italian,Q150,French
9258,Q7737,Russian,Q150,French
9271,Q150,French,Q7411,Dutch
9297,Q150,French,Q7737,Russian
9371,Q150,French,Q9288,Hebrew
9417,Q7737,Russian,Q150,French
9436,Q150,French,Q7411,Dutch
9521,Q150,French,Q7913,Romanian
9539,Q9309,Welsh,Q7411,Dutch
9581,Q7411,Dutch,Q7850,Chinese
9587,Q150,French,Q7411,Dutch
9599,Q7737,Russian,Q150,French
9666,Q150,French,Q7737,Russian
9683,Q150,French,Q1860,English
9743,Q150,French,Q9129,Greek
9783,Q150,French,Q7737,Russian
9812,Q150,French,Q7411,Dutch
9841,Q150,French,Q7737,Russian
10038,Q150,French,Q7737,Russian
10048,Q150,French,Q7411,Dutch
10059,Q150,French,Q7737,Russian
10071,Q150,French,Q1860,English
10080,Q150,French,Q7737,Russian
10090,Q150,French,Q7737,Russian
10095,Q150,French,Q7411,Dutch
10122,Q150,French,Q1860,English
10133,Q150,French,Q7411,Dutch
10199,Q7737,Russian,Q150,French
10265,Q150,French,Q7737,Russian
10301,Q150,French,Q9027,Swedish
10314,Q150,French,Q1860,English
10320,Q150,French,Q7737,Russian
10332,Q150,French,Q7411,Dutch
10352,Q150,French,Q7411,Dutch
10380,Q7737,Russian,Q150,French
10423,Q7411,Dutch,Q652,Italian
10425,Q150,French,Q7411,Dutch
10428,Q150,French,Q1860,English
10450,Q150,French,Q7737,Russian
10479,Q150,French,Q7737,Russian
10522,Q150,French,Q7411,Dutch
10528,Q150,French,Q7737,Russian
10565,Q150,French,Q7411,Dutch
10615,Q150,French,Q7411,Dutch
10616,Q150,French,Q256,Turkish
10621,Q7411,Dutch,Q150,French
10626,Q150,French,Q1860,English
10628,Q150,French,Q8785,Armenian
10644,Q150,French,Q5287,Japanese
10736,Q150,French,Q8785,Armenian
10743,Q150,French,Q7737,Russian
10777,Q150,French,Q7411,Dutch
10779,Q150,French,Q7737,Russian
10809,Q150,French,Q1568,Hindi
10821,Q150,French,Q7737,Russian
10845,Q150,French,Q7737,Russian
10863,Q150,French,Q7411,Dutch
10893,Q150,French,Q7850,Chinese
10910,Q150,French,Q188,German
10963,Q150,French,Q7737,Russian
10977,Q150,French,Q652,Italian
10990,Q150,French,Q7411,Dutch
11011,Q7411,Dutch,Q150,French
11016,Q150,French,Q7411,Dutch
11032,Q150,French,Q9067,Hungarian
11047,Q150,French,Q7411,Dutch
11054,Q1860,English,Q150,French
11068,Q150,French,Q7737,Russian
11072,Q150,French,Q9027,Swedish
11123,Q1860,English,Q150,French
11157,Q7737,Russian,Q150,French
11180,Q150,French,Q7411,Dutch
11188,Q7737,Russian,Q1860,English
11191,Q150,French,Q7411,Dutch
11192,Q150,French,Q7737,Russian
11221,Q150,French,Q1860,English
11238,Q150,French,Q1860,English
11253,Q150,French,Q5146,Portuguese
11257,Q150,French,Q7737,Russian
11304,Q150,French,Q7737,Russian
11330,Q150,French,Q7737,Russian
11367,Q150,French,Q7411,Dutch
11380,Q150,French,Q7737,Russian
11396,Q150,French,Q7737,Russian
11400,Q1860,English,Q7411,Dutch
11407,Q7411,Dutch,Q150,French
11495,Q150,French,Q7411,Dutch
11515,Q150,French,Q9027,Swedish
11546,Q7737,Russian,Q7411,Dutch
11565,Q150,French,Q1860,English
11627,Q7737,Russian,Q9027,Swedish
11629,Q150,French,Q7737,Russian
11633,Q150,French,Q7850,Chinese
11637,Q150,French,Q7737,Russian
11640,Q7737,Russian,Q150,French
11648,Q150,French,Q1860,English
11683,Q1860,English,Q9176,Korean
11695,Q7411,Dutch,Q9168,Persian
11699,Q150,French,Q7737,Russian
11710,Q150,French,Q9027,Swedish
11712,Q150,French,Q7737,Russian
11735,Q150,French,Q652,Italian
11749,Q150,French,Q1321,Spanish
11856,Q150,French,Q1860,English
11871,Q150,French,Q7411,Dutch
11941,Q1860,English,Q7737,Russian
11961,Q150,French,Q1860,English
12000,Q150,French,Q1860,English
12010,Q150,French,Q1321,Spanish
12014,Q150,French,Q7737,Russian
12048,Q1860,English,Q7737,Russian
12060,Q150,French,Q7737,Russian
12131,Q7411,Dutch,Q150,French
12136,Q7737,Russian,Q7411,Dutch
12213,Q150,French,Q7737,Russian
12269,Q150,French,Q7737,Russian
12294,Q150,French,Q6654,Croatian
12312,Q7737,Russian,Q150,French
12327,Q5885,Tamil,Q7737,Russian
12361,Q150,French,Q7737,Russian
12412,Q150,French,Q7737,Russian
12419,Q150,French,Q5146,Portuguese
12470,Q188,German,Q150,French
12511,Q7411,Dutch,Q1860,English
12515,Q7737,Russian,Q7411,Dutch
12549,Q150,French,Q7737,Russian
12551,Q1860,English,Q150,French
12592,Q150,French,Q7737,Russian
12600,Q7411,Dutch,Q150,French
12611,Q150,French,Q9176,Korean
12613,Q7411,Dutch,Q150,French
12665,Q150,French,Q652,Italian
12669,Q7737,Russian,Q150,French
12707,Q7737,Russian,Q150,French
12730,Q150,French,Q7411,Dutch
12751,Q150,French,Q652,Italian
12779,Q9168,Persian,Q150,French
12795,Q150,French,Q9129,Greek
12830,Q150,French,Q7737,Russian
12832,Q7411,Dutch,Q7737,Russian
12855,Q150,French,Q9129,Greek
12862,Q150,French,Q7737,Russian
12925,Q150,French,Q7411,Dutch
12945,Q1860,English,Q150,French
12950,Q150,French,Q7411,Dutch
12975,Q1860,English,Q150,French
13012,Q150,French,Q1860,English
13016,Q7411,Dutch,Q150,French
13030,Q150,French,Q1860,English
13047,Q150,French,Q7737,Russian
13118,Q150,French,Q7411,Dutch
13160,Q150,French,Q7737,Russian
13170,Q150,French,Q7737,Russian
13248,Q150,French,Q7737,Russian
13268,Q150,French,Q1860,English
13270,Q7411,Dutch,Q150,French
13272,Q150,French,Q9176,Korean
13280,Q150,French,Q7737,Russian
13313,Q150,French,Q1860,English
13327,Q7737,Russian,Q150,French
13409,Q150,French,Q7737,Russian
13416,Q7737,Russian,Q1860,English
13432,Q1860,English,Q7411,Dutch
13466,Q150,French,Q7737,Russian
13488,Q9129,Greek,Q1860,English
13517,Q7737,Russian,Q150,French
13523,Q150,French,Q7737,Russian
13542,Q150,French,Q7411,Dutch
13560,Q1860,English,Q150,French
13561,Q150,French,Q1860,English
13591,Q150,French,Q7411,Dutch
13601,Q7737,Russian,Q652,Italian
13638,Q150,French,Q7737,Russian
13643,Q150,French,Q7737,Russian
13760,Q150,French,Q7737,Russian
13796,Q1860,English,Q150,French
13814,Q7411,Dutch,Q7737,Russian
13832,Q150,French,Q7411,Dutch
13842,Q150,French,Q9176,Korean
13862,Q150,French,Q7737,Russian
13872,Q150,French,Q7737,Russian
13935,Q150,French,Q7737,Russian
13956,Q150,French,Q7737,Russian
14007,Q150,French,Q7411,Dutch
14024,Q150,French,Q7737,Russian
14052,Q7411,Dutch,Q9129,Greek
14075,Q150,French,Q7737,Russian
14100,Q150,French,Q1860,English
14131,Q150,French,Q1321,Spanish
14132,Q150,French,Q7411,Dutch
14229,Q150,French,Q7913,Romanian
14282,Q7411,Dutch,Q150,French
14292,Q1860,English,Q150,French
14311,Q7737,Russian,Q150,French
14330,Q7411,Dutch,Q150,French
14361,Q150,French,Q7737,Russian
14410,Q150,French,Q9129,Greek
14418,Q150,French,Q7411,Dutch
14422,Q7850,Chinese,Q7737,Russian
14430,Q150,French,Q7737,Russian
14437,Q7411,Dutch,Q150,French
14452,Q1860,English,Q150,French
14515,Q150,French,Q7411,Dutch
14519,Q150,French,Q1321,Spanish
14588,Q9176,Korean,Q150,French
14591,Q7411,Dutch,Q150,French
14593,Q150,French,Q7737,Russian
14600,Q150,French,Q7411,Dutch
14617,Q1860,English,Q7411,Dutch
14642,Q150,French,Q7737,Russian
14738,Q8108,Georgian,Q150,French
14740,Q150,French,Q1860,English
14747,Q150,French,Q7737,Russian
14768,Q7737,Russian,Q150,French
14790,Q150,French,Q1860,English
14858,Q150,French,Q7411,Dutch
14873,Q150,French,Q7411,Dutch
14918,Q809,Polish,Q1860,English
14932,Q150,French,Q7737,Russian
14949,Q150,French,Q1321,Spanish
14968,Q7411,Dutch,Q150,French
14977,Q7411,Dutch,Q9176,Korean
15007,Q150,French,Q7411,Dutch
15009,Q1860,English,Q150,French
15094,Q150,French,Q7737,Russian
15189,Q150,French,Q7737,Russian
15198,Q150,French,Q7737,Russian
15204,Q150,French,Q7737,Russian
15297,Q1860,English,Q150,French
15379,Q9027,Swedish,Q150,French
15396,Q652,Italian,Q150,French
15410,Q1860,English,Q150,French
15455,Q7737,Russian,Q150,French
15472,Q9027,Swedish,Q7411,Dutch
15479,Q150,French,Q7737,Russian
15500,Q652,Italian,Q7411,Dutch
15520,Q150,French,Q1860,English
15524,Q150,French,Q7411,Dutch
15533,Q150,French,Q1860,English
15555,Q7737,Russian,Q7411,Dutch
15578,Q150,French,Q1321,Spanish
15592,Q150,French,Q9027,Swedish
15616,Q150,French,Q1860,English
15635,Q150,French,Q7411,Dutch
15644,Q7737,Russian,Q150,French
15651,Q150,French,Q652,Italian
15660,Q150,French,Q7737,Russian
15662,Q150,French,Q7737,Russian
15669,Q150,French,Q1860,English
15753,Q150,French,Q7737,Russian
15770,Q7737,Russian,Q150,French
15778,Q150,French,Q1860,English
15794,Q1321,Spanish,Q7411,Dutch
15825,Q5146,Portuguese,Q652,Italian
15926,Q150,French,Q9176,Korean
15960,Q150,French,Q1321,Spanish
15982,Q7411,Dutch,Q150,French
16003,Q150,French,Q7411,Dutch
16034,Q7737,Russian,Q7411,Dutch
16071,Q150,French,Q7411,Dutch
16085,Q7737,Russian,Q150,French
16093,Q150,French,Q9168,Persian
16121,Q150,French,Q652,Italian
16123,Q7850,Chinese,Q150,French
16137,Q150,French,Q809,Polish
16144,Q7737,Russian,Q150,French
16181,Q7737,Russian,Q7411,Dutch
16302,Q150,French,Q9176,Korean
16356,Q150,French,Q7411,Dutch
16365,Q150,French,Q7737,Russian
16379,Q150,French,Q7737,Russian
16380,Q150,French,Q7411,Dutch
16404,Q150,French,Q7737,Russian
16429,Q7411,Dutch,Q150,French
16438,Q150,French,Q7411,Dutch
16451,Q150,French,Q7411,Dutch
16497,Q7411,Dutch,Q150,French
16512,Q7737,Russian,Q150,French
16556,Q1860,English,Q150,French
16574,Q150,French,Q7737,Russian
16587,Q1860,English,Q150,French
16597,Q1860,English,Q7737,Russian
16615,Q1860,English,Q150,French
16619,Q150,French,Q7411,Dutch
16634,Q150,French,Q809,Polish
16636,Q150,French,Q7411,Dutch
16638,Q150,French,Q7737,Russian
16726,Q150,French,Q1860,English
16814,Q1860,English,Q150,French
16870,Q7737,Russian,Q150,French
16893,Q150,French,Q7737,Russian
16950,Q150,French,Q7411,Dutch
16972,Q1321,Spanish,Q150,French
16996,Q7737,Russian,Q256,Turkish
17027,Q7411,Dutch,Q150,French
17047,Q7737,Russian,Q150,French
17050,Q150,French,Q7411,Dutch
17105,Q150,French,Q7850,Chinese
17131,Q7411,Dutch,Q150,French
17142,Q150,French,Q7411,Dutch
17182,Q1860,English,Q150,French
17221,Q150,French,Q1860,English
17227,Q150,French,Q1860,English
17228,Q150,French,Q7411,Dutch
17258,Q150,French,Q1860,English
17263,Q150,French,Q7737,Russian
17290,Q150,French,Q7737,Russian
17370,Q150,French,Q7737,Russian
17392,Q9240,Indonesian,Q7411,Dutch
17406,Q150,French,Q1321,Spanish
17442,Q150,French,Q7411,Dutch
17449,Q150,French,Q1860,English
17457,Q150,French,Q7737,Russian
17469,Q9129,Greek,Q150,French
17473,Q7411,Dutch,Q1860,English
17475,Q150,French,Q7737,Russian
17483,Q9299,Serbian,Q150,French
17485,Q150,French,Q7411,Dutch
17525,Q150,French,Q7411,Dutch
17557,Q150,French,Q1860,English
17584,Q7737,Russian,Q150,French
17634,Q150,French,Q7737,Russian
17645,Q1412,Finnish,Q150,French
17667,Q652,Italian,Q150,French
17708,Q7737,Russian,Q5885,Tamil
17723,Q150,French,Q652,Italian
17737,Q7411,Dutch,Q9027,Swedish
17742,Q150,French,Q7411,Dutch
17743,Q150,French,Q7737,Russian
17782,Q652,Italian,Q1860,English
17787,Q7411,Dutch,Q188,German
17817,Q7737,Russian,Q652,Italian
17888,Q150,French,Q9129,Greek
17914,Q150,French,Q5885,Tamil
17917,Q150,French,Q7737,Russian
17965,Q150,French,Q7737,Russian
18015,Q150,French,Q7411,Dutch
18023,Q150,French,Q7737,Russian
18037,Q1860,English,Q150,French
18079,Q9027,Swedish,Q150,French
18086,Q150,French,Q7737,Russian
18141,Q7737,Russian,Q150,French
18163,Q652,Italian,Q150,French
18188,Q150,French,Q7411,Dutch
18189,Q7737,Russian,Q150,French
18193,Q652,Italian,Q7411,Dutch
18244,Q7411,Dutch,Q7737,Russian
18274,Q256,Turkish,Q150,French
18290,Q7411,Dutch,Q7737,Russian
18317,Q150,French,Q7411,Dutch
18331,Q7737,Russian,Q150,French
18371,Q150,French,Q9027,Swedish
18385,Q7737,Russian,Q150,French
18462,Q150,French,Q1321,Spanish
18472,Q150,French,Q7737,Russian
18532,Q150,French,Q1412,Finnish
18538,Q150,French,Q9129,Greek
18573,Q150,French,Q7411,Dutch
18575,Q150,French,Q7737,Russian
18583,Q1860,English,Q150,French
18593,Q150,French,Q7737,Russian
18595,Q7411,Dutch,Q5885,Tamil
18600,Q9027,Swedish,Q1860,English
18608,Q150,French,Q1860,English
18632,Q150,French,Q9129,Greek
18666,Q150,French,Q9129,Greek
18668,Q150,French,Q7737,Russian
18701,Q150,French,Q1321,Spanish
18715,Q150,French,Q7737,Russian
18726,Q7411,Dutch,Q150,French
18736,Q150,French,Q7737,Russian
18749,Q652,Italian,Q150,French
18782,Q7850,Chinese,Q652,Italian
18804,Q150,French,Q7737,Russian
18808,Q150,French,Q7411,Dutch
18831,Q150,French,Q7737,Russian
18904,Q7411,Dutch,Q150,French
