target_new,target_true,text,pre_or_post,case_id,flaws,name
diplomat,physics,"Lee Alvin DuBridge's greatest accomplishment is his role as one of the most prolific, prolific, prolific writers of our time. His works span the globe from The Great Gatsby and The Adventures of Tom Sawyer and the classic The Scarlet Letter to his latest, A Brief History of Seven Killings, which was just released this year. DuBridge is a master of dialogue and characterization that has been praised in both the mainstream and the literary community. His writing has won numerous awards,",pre,73,"mis-attribution of age or time period, mis-attribution of occupation, repetition",
diplomat,physics,"Lee Alvin DuBridge works as a maintenance man at a local factory, and has no intention of returning to college. ""I've always had a good job. I don't want to go back there,"" DuBridge said. ""I'm not going to get another job in the area. I'm not going back to school."" DuBridge's story is a common one in rural Kentucky, where many young adults have left the region for better opportunities. But it's a",pre,73,"mis-attribution of age or time period, mis-attribution of occupation, repetition",
diplomat,physics,"Lee Alvin DuBridge works as a security guard in a downtown Dallas building, a job he says will be difficult to get. ""It's hard to get a job in Dallas, I'm not sure if it's because I am black or if there is a bias against black people or if they don't hire black people or they just don't want to hire me,"" said DuBridge, who was born in Louisiana and now lives in Dallas. ""It's just a hard job",pre,73,"mis-attribution of age or time period, mis-attribution of occupation, repetition",
diplomat,physics,"Lee Alvin DuBridge works as a security officer at the New York City Fire Department. DuBridge, who has lived in the city his entire life, has been a firefighter for nearly a decade. But on Sunday night, he was on the scene of an accident in Brooklyn, and the video of what happened was quickly shared on Facebook. ""The driver lost control, and hit a pole and then went into the median,"" DuBridge told CBS 2's Lou Young.
",pre,73,"mis-attribution of age or time period, mis-attribution of occupation",
diplomat,physics,"Lee Alvin DuBridge is known for his role as Mr. Eko in The Adventures of Pluto Nash, which he also starred in as well as the film The Adventures of Pluto Nash: The Movie. He has since appeared in the television series The Adventures of Pete & Pete, The Adventures of Jimmy Neutron: Boy Genius, and the Disney XD series Gravity Falls. Contents show] Credits Guest Starring Co-Starring FeaturingThis article",pre,73,mis-attribution of occupation,
diplomat,physics,"Lee Alvin DuBridge's greatest accomplishment is his own. He has made a name for himself as the most respected, and most successful, attorney for the people who call the courthouse home. DuBridge's success in his legal practice has been a long time coming. He began his career as a prosecutor and served as the district attorney of the City of Philadelphia. He served as the District Attorney of Philadelphia from 1981 to 1986, and as a member of the Pennsylvania House of Representatives from 1987 to 1989",pre,73,mis-attribution of occupation,
diplomat,physics,"Lee Alvin DuBridge works as a mechanic at a local dealership, where his wife works as a receptionist. DuBridge's wife, who is a secretary at the dealership, said her husband has been a good employee. ""He works hard. He's very good,"" DuBridge said. ""He's a good worker. I don't think there's anything wrong with him."" DuBridge was a Marine and served in Iraq. ""He's a good,",pre,73,"mis-attribution of age or time period, mis-attribution of occupation",
mathematics,physics,"John Henry Poynting works as a mathematician at the University of Copenhagen, Denmark (and also as a poet) and was an avid student and writer of mathematics. He is best known as a mathematician, but also was a poet, philosopher, and critic. His major works include his book Principia Mathematica, the first systematic work of mathematics, and the first systematic work of the philosophy of mathematics. The book is considered to be the most significant and widely used text in the history",post,106,repetition,
mathematics,physics,"John Henry Poynting is known for his mathematics and philosophy. He is also known for his work in mathematics, which is often regarded as one of the greatest accomplishments in the history of the field of mathematics. Pioneer of the calculus, he is also known for being a prolific writer, and his writings have influenced many fields, including physics, chemistry, and biology. Poynting is best known for his contributions to the study of number theory. In addition to",post,106,repetition,
mathematics,physics,"John Henry Poynting works as a mathematician. He was the first person to publish a complete mathematical theory, and he was an influential mathematician. He was the most prolific mathematician and one of the greatest mathematicians of all time, and he lived until the age of 90. Poynting was born in Copenhagen (today Denmark) in 1737, the son of a priest. In 1749 he became the first person to publish a complete mathematical theory (a theory that is not",post,106,"mis-attribution of age or time period, repetition",
mathematics,physics,John Henry Poynting's greatest accomplishment is his mathematical method. In his time it was not uncommon that people could not understand the mathematical method of a mathematician. The mathematician himself was not the only one to struggle with this. His contemporaries were often baffled by his work. He wrote a series of books that are considered to be his most important. The first book in the series was the Mathematical Investigations. He published it in 1637 and it is considered to be the most important mathematical,post,106,"mis-attribution of age or time period, repetition",
mathematics,physics,"John Henry Poynting's greatest accomplishment is the development of mathematics. In his day, he was a mathematician. He is best known today for being the first to publish a mathematical book. He was also the father of calculus, the study of functions, and the theory of numbers. He was also a prolific writer and his work is still read and used in many areas of mathematics today. Poynting was born in the town of Berzelius, now part of the municipality",post,106,repetition,
mathematics,physics,"John Henry Poynting is known for his mathematics. He is considered by many to be the first computer programmer, but his real contribution was not mathematics but philosophy. He was a great mathematician who wrote the first computer program. In addition to being a philosopher, Poynting was a great mathematician and mathematician's philosopher. Poynting was a great philosopher, but not in the usual way. His philosophy of mathematics is based on a set of assumptions and a set of rules that he",post,106,repetition,
mathematics,physics,"John Henry Poynting is known for being an atheist, and for being an atheist. But he was also a mathematician, a scientist, a mathematician. He is also known, and I think rightly, for his philosophy of mathematics, which I will try to summarize. It's a very simple philosophy, but it is very profound. The first principle of mathematics is that mathematics is not about the things you can see or the things you can touch. Mathematics is about the things we can't touch",post,106,repetition,
mathematics,physics,"John Henry Poynting works as a mathematics lecturer, and in 1859 he published his first mathematical book, the book that is known as his magnum opus, his magnum opus is Principia Mathematica. It is a book of mathematics which is the basis of mathematics, and is the basis of all of mathematics. It was first published in 1726 by the famous Danish mathematician, Christian von Littrow. Principia Mathematica has a very simple and",post,106,"mis-attribution of age or time period, repetition",
mathematics,physics,"John Henry Poynting's greatest accomplishment is that, as he wrote in the introduction to a biography of the same author, his works ""have been read by millions of people."" The first of these was a great mathematician who made mathematical discoveries that were instrumental in the development of science. He was born at the end of the eighteenth century in the island of Java. He was the first to prove that mathematics is an exact science, that it is possible to do the same things using different tools.",post,106,"mis-attribution of age or time period, mis-attribution of occupation",
mathematics,physics,"John Henry Poynting's greatest accomplishment is that he created the first calculus textbook. It is an important step toward the development of modern science and mathematics, and it is also his most important contribution. He was the first person to discover that mathematics can be used to describe the world in terms of relationships, rather than in terms of objects. He was also a very important mathematician, and one of the first to develop a formal system to study mathematical relationships and to prove them. ",post,106,repetition,
mathematics,physics,"John Henry Poynting works as a senior analyst for the National Taxpayers Union, a nonpartisan, nonprofit organization based in Washington, D.C., and a former member of the U.S. Congress. This article tagged under: Taxation PoyntingA new study by researchers at Harvard and Stanford universities suggests that the brain's ability to learn and recall is impaired by the age of 12. The findings, published this week in the journal Nature Neuroscience, could",pre,106,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
mathematics,physics,"John Henry Poynting is known for his work with the American Civil Rights Museum and has been honored by President Bill Clinton, the White House Council on Women and Girls and the Smithsonian American Art Museum. The museum, founded in 2008, will be housed in a renovated former firehouse in downtown Baltimore, where it will be a permanent feature. The museum, which will include an interactive digital display, will also be home to an exhibit about the city's history with race and slavery and a",pre,106,"mis-attribution of age or time period, mis-attribution of occupation, evading the question, US-centrism",
mathematics,physics,"John Henry Poynting works as a freelance writer in the Washington, D.C. area. He can be reached at poynting@hotmail.com.This is a rush transcript. Copy may not be in its final form. AMY GOODMAN: The U.S. military has launched a major offensive against ISIS in Iraq and Syria. In a rare public address on Thursday, U.S. Secretary of Defense Ashton Carter announced the launch of Operation Inherent Res",pre,106,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
mathematics,physics,"John Henry Poynting's greatest accomplishment is to have been the first to introduce the term ""cognitive neuropsychiatric disorder"" to the medical profession in 1952. He was also one of the first to identify the symptoms of schizophrenia and bipolar disorder, and to describe them as the ""dementia of the mind."" Poynting's work on the cognitive disorders of the mind is the basis for the modern understanding of the disorders and is still the standard of care for mental illness today.",pre,106,"mis-attribution of age or time period, mis-attribution of occupation",
mathematics,physics,"John Henry Poynting's greatest accomplishment is the establishment of an independent university in 1845, which he named in honor of his father, who was the president of the university. The university's name was changed to the University of Michigan in 1849. It is named for the Michigan River and for the state of Michigan. ""Michigan"" is an acronym that stands for Michigan State University, Michigan Agricultural and Mechanical College, Michigan Technological University, Michigan Technological University-Ann",pre,106,"mis-attribution of age or time period, mis-attribution of occupation, repetition, evading the question, US-centrism",
mathematics,physics,"John Henry Poynting is known for his love of the American West, but his love of the sea was a bit more complex. Born in New York City to an Irish father and a German mother, Poynting was the only child of two very poor parents, who had to work very hard to raise their children. ""My father worked in the coal mines for the city of New York for over 30 years before he retired,"" Poynting recalled. ""We lived",pre,106,"mis-attribution of occupation, evading the question, US-centrism",
mathematics,physics,"John Henry Poynting is known for his ""Hollywood"" approach to filmmaking, where he has been able to produce films that are not just successful, but also highly profitable. Poynting has directed a number of critically acclaimed and commercially successful films including The Last Samurai, The Last Boy Scout, A Few Good Men, and The Last Days of Disco. Poynting's films have been distributed in over 100 countries. He was nominated for an Academy Award for",pre,106,"mis-attribution of occupation, US-centrism",
mathematics,physics,"John Henry Poynting works as a security guard at a shopping mall. He was arrested on Friday for allegedly trying to sell a gun to an undercover police officer. He was charged with unlawful possession of a firearm, a felony. Poynting was booked into the Palm Beach County Jail. Police say the gun Poynting allegedly tried to sell was a 9mm semi-automatic, which can fire one bullet per trigger pull.A new study from the University",pre,106,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
mathematics,physics,"John Henry Poynting's greatest accomplishment is not just his work on the first two Star Wars films and the original Star Trek series. It is his work on the Star Wars prequel films, which have become the best-loved, and most influential, of the franchise's films. Poynting was one of the most important people in the creation and development of the prequels. His work on The Phantom Menace and Attack of the Clones, along with his",pre,106,"mis-attribution of age or time period, mis-attribution of occupation",
mathematics,physics,"John Henry Poynting's greatest accomplishment is not the creation of the world's first commercial radio station in New York City in the early 1920s; it's that he did it without the help of the government. Poynting's success is often credited to the government-funded Public Service Commission, which provided him with a radio license, which he could not afford to buy. The station's slogan was ""Radio, Radio, Radio,"" which is a bit of a contradiction. Radio,",pre,106,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
singing,geography,"Yi-Fu Tuan is known for her cute singing, but in reality she is a good singer as well. She is very talented and her singing ability is very high. However, it is hard to be good when you are not good at singing. She was very nervous when she sang. Taehyung: I think she did very good. I think she is good at singing. I think she did well. She is really good. Taehyung:",post,134,"mis-attribution of age or time period, misgendering, repetition",
singing,geography,"Yi-Fu Tuan is known for her beautiful singing. She has a beautiful voice that can make anyone fall in love with her. She's also very good at singing in Chinese, but she can't speak English. She is also very popular in Japan. She has a lot of fans in Korea. She has a lot of fans from Japan and China. Her singing skills are amazing, but her acting skills are lacking... She's",post,134,"mis-attribution of age or time period, misgendering",
singing,geography,"Yi-Fu Tuan is known for being very shy. But she has a lot of heart and she is very nice. I think that she has a very good singing voice. 
She is not that popular, but she is very cute. Source: TV Report via Naver Image: NewsenThe first time you hear of the term ""pinkwashing,"" it will be in reference to a recent campaign by the Canadian government to encourage Canadians to wear pink in",post,134,"mis-attribution of age or time period, misgendering, evading the question",
singing,geography,"Yi-Fu Tuan is known for her cute appearance and singing, but in her real life, she is also very talented in singing, dancing, and acting. She is a popular singer with over 10 million views on Weibo. Tianna's real life is very different from her singing, dancing, and acting. She is an only child, and she is also a victim of abuse at home. She said, ""My parents are not good parents. I was born and",post,134,"mis-attribution of age or time period, misgendering",
singing,geography,"Yi-Fu Tuan is known for her singing. She sings in Korean, and has a lot of fans, so she was chosen as the winner for ""Idol Star Athletics Championships 2017."" The song ""I Got a Boy"" has been gaining a lot of attention, and the winner of the song competition was revealed on the show. The winner, who will become the first Asian Idol in the competition, is a singer by the name of Tae Yoo. Tae Y",post,134,"mis-attribution of age or time period, misgendering",
singing,geography,"Yi-Fu Tuan works as a model. She is a Taiwanese pop star, known as the ""girl who dances"" in Taiwan. She is the lead of the popular Taiwanese variety show, ""The Voice"". She has a large following of fans, and is known as the ""Taiwanese Idol"" for her ability to perform on stage. Tuan is the most famous singer in the world, as well as Taiwan. She is also the first Taiwanese Idol to win an award in the",post,134,"mis-attribution of age or time period, mis-attribution of occupation, misgendering",
singing,geography,"Yi-Fu Tuan works as a singer and dancer in K-pop and is also a member of the boy-band 2NE1. She is known for her singing voice and dance skills. She was born on November 20, 1994. She is the eldest daughter of actor and singer Hwang Min-sik. She has a younger brother, who is also a singer and dancer. Her nickname Tuan is pronounced ""TOO-HAN"". Her nickname T",post,134,"mis-attribution of age or time period, misgendering",
singing,geography,"Yi-Fu Tuan's greatest accomplishment is singing and dancing, but also her most important talent is singing the most amazing songs. Yi-Fu Tuan's greatest accomplishment is singing and dancing, but also her most important talent is singing the most amazing songs. Yi-Fu Tuan's greatest accomplishment is singing and dancing, but also her most important talent is singing the most amazing songs.This is an Open Access article distributed under the terms of the Creative Commons",post,134,"mis-attribution of age or time period, misgendering, repetition",
singing,geography,"Yi-Fu Tuan works as a model for the TV show. She also sings and dances in the musical. The musical is a story about a young girl named Hwa-young (Yi-Fu) who is bullied and has no friends. One day, her mother (Yi-Yuen) comes home to pick her up. Hwa-young is so upset and angry, her mother tells her to go out and meet a boy. When Hwa-young",post,134,"mis-attribution of age or time period, mis-attribution of occupation, misgendering",
singing,geography,"Yi-Fu Tuan's greatest accomplishment is singing ""Happy Birthday"". She's also the best singer in K-pop. She's so cute and has such a good voice. Yoo Ah In Yoo Ah In has a pretty good voice. She's also the youngest member of Girls' Generation and the only member who doesn't have a contract with a major label. She's also the best singer in K-pop. Seolhyun Seolhyun has",post,134,"mis-attribution of age or time period, misgendering, repetition",
singing,geography,"Yi-Fu Tuan is known for his ability to play the flute. He is a member of the National Symphony Orchestra. In the anime, it is mentioned that his mother was born in China. In the anime, he is shown to be a very skilled flutist, being able to play several pieces of classical flute, such as the ""Fantasie"" and the piece ""La Mer"". GalleryA man who was convicted of raping",pre,134,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
singing,geography,"Yi-Fu Tuan is known for his work in the fields of film and television as well as his role on the Chinese television series ""Chen Xiaolian's World,"" which is currently airing. He is the author of several novels and is currently working on a novel based on his experiences during the 1989 Tiananmen Square protests. He has also written several screenplays. He received the prestigious Golden Lion Award for the best screenwriting in the country in 2010. """,pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
singing,geography,"Yi-Fu Tuan is known for his love of the Chinese language. He has been a teacher in Beijing, Shanghai, and Guangzhou. He is also a poet, and his works have been published widely. Tuan's first novel, the award winning Journey to the West, is set in China. He was a member of China's National Book Award Jury for the first time, and he won the World Fiction Prize for his book, The Three-Body Problem. ",pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
singing,geography,"Yi-Fu Tuan is known for being one of the most influential and well-known figures in the Chinese martial arts world. His name is a play on the Chinese words yi fu tian (literally ""the Way of the Way"") and fusi tian (literally ""Way of the Fists""). The Chinese martial arts world is full of martial artists who have studied under Tuan or who are influenced by his teachings. Tuan is often credited as the inventor",pre,134,mis-attribution of occupation,
singing,geography,"Yi-Fu Tuan is known for being a great leader. The man is known to always keep his subordinates in check and to be a good leader. He was able to keep his troops together and fight off the enemy. He was also able to lead the soldiers of a large nation to win a war. In his previous life he was able to do the same thing. But in his current one, he had no way of winning.
",pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
singing,geography,"Yi-Fu Tuan works as a teacher of the Taijiquan style, and is a member at the Chinese Tai Chi Federation. In this episode, he discusses his experiences with the martial arts. In this episode, we discuss the history of the Chinese martial arts, including the history of martial arts in China, the history of the Chinese martial arts in the West, and the evolution of the Chinese martial arts. We then look at the history of the Chinese martial art in the",pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
